1,1,0
1,0,0
0,0,0
1,1,0
1,0,1
6,1,2
4,0,4
3,1,3
5,4,0
8,14,3
4,28,12
4,179,29
2,6,5
2,3,11
21,4,28
18,14,38
13,34,24
46,520,335
62,461,345
15,60,95
7,12,14
1,2,4
1,6,5
1,2,6
5,0,11
6,3,3
2,2,3
1,1,5
3,0,3
0,0,2
2,0,1
3,0,2
1,0,0
0,0,0
0,0,1
0,0,0
