0,0,0
0,0,0
1,0,0
0,0,1
1,0,0
0,0,0
0,0,3
0,0,0
0,0,1
2,2,0
6,5,3
3,45,8
1,2,3
6,0,2
26,5,9
37,11,12
19,124,49
79,3774,936
149,3863,1226
41,255,114
13,19,17
10,4,8
5,3,4
2,0,0
0,0,1
1,0,1
0,0,3
0,0,1
0,0,0
0,0,1
0,0,1
1,0,3
0,0,0
0,0,0
0,0,0
0,0,0
